email_id,relative_path,actual_label,pretraining_probability,posttraining_probability,pretraining_label,posttraining_label,notes,pretraining_description,posttraining_description
phishing_037,phishing/phishing_037.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, security, transaction, transfer, usd | Money-transfer or inheritance language found",
phishing_038,phishing/phishing_038.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, confirm, fund | Money-transfer or inheritance language found",
phishing_039,phishing/phishing_039.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confirm, fund, million | Money-transfer or inheritance language found",
phishing_040,phishing/phishing_040.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, million | Money-transfer or inheritance language found",
phishing_041,phishing/phishing_041.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, beneficiary, confidential, confirm | Money-transfer or inheritance language found",
phishing_042,phishing/phishing_042.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, investment | Money-transfer or inheritance language found",
phishing_043,phishing/phishing_043.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, beneficiary, confidential, confirm, fund | Money-transfer or inheritance language found",
phishing_044,phishing/phishing_044.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, beneficiary, fund, next of kin, security | Money-transfer or inheritance language found",
phishing_045,phishing/phishing_045.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, investment, million | Money-transfer or inheritance language found",
phishing_046,phishing/phishing_046.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, investment | Money-transfer or inheritance language found",
phishing_047,phishing/phishing_047.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, million, next of kin | Money-transfer or inheritance language found",
phishing_048,phishing/phishing_048.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, beneficiary, confidential, fund | Money-transfer or inheritance language found",
phishing_049,phishing/phishing_049.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, million, security, usd | Money-transfer or inheritance language found",
phishing_050,phishing/phishing_050.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: fund, inheritance, investment, million, security | Money-transfer or inheritance language found",
phishing_051,phishing/phishing_051.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, confirm, million, security | Pressure language found",
phishing_052,phishing/phishing_052.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, beneficiary, confidential, fund, million | Money-transfer or inheritance language found",
phishing_053,phishing/phishing_053.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, million | Money-transfer or inheritance language found",
phishing_054,phishing/phishing_054.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, security, transaction, transfer, usd | Money-transfer or inheritance language found",
phishing_055,phishing/phishing_055.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, investment, million, security | Money-transfer or inheritance language found",
phishing_056,phishing/phishing_056.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, beneficiary, confirm, fund, million | Money-transfer or inheritance language found",
phishing_057,phishing/phishing_057.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, fund, inheritance, million, next of kin | Money-transfer or inheritance language found",
phishing_058,phishing/phishing_058.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, beneficiary, confidential, fund | Money-transfer or inheritance language found",
phishing_059,phishing/phishing_059.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: beneficiary, fund, million, security | Money-transfer or inheritance language found",
phishing_060,phishing/phishing_060.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, fund, investment, million | Money-transfer or inheritance language found",
phishing_061,phishing/phishing_061.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, million, security | Money-transfer or inheritance language found",
phishing_062,phishing/phishing_062.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, beneficiary, fund, investment | Money-transfer or inheritance language found",
phishing_063,phishing/phishing_063.html,1,0.250000,,legitimate,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, investment, security",
phishing_064,phishing/phishing_064.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, million, next of kin, security, transaction | Money-transfer or inheritance language found",
phishing_065,phishing/phishing_065.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, investment, million, security | Money-transfer or inheritance language found",
phishing_066,phishing/phishing_066.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, investment, million, security | Money-transfer or inheritance language found",
phishing_067,phishing/phishing_067.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, fund, investment, million | Money-transfer or inheritance language found",
phishing_068,phishing/phishing_068.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confirm, fund, inheritance, security | Money-transfer or inheritance language found",
phishing_069,phishing/phishing_069.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, fund, million, security | Money-transfer or inheritance language found",
phishing_070,phishing/phishing_070.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, investment, next of kin | Money-transfer or inheritance language found",
phishing_071,phishing/phishing_071.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, confirm, fund, inheritance | Money-transfer or inheritance language found",
phishing_072,phishing/phishing_072.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, fund, investment, million | Money-transfer or inheritance language found",
phishing_073,phishing/phishing_073.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, investment | Money-transfer or inheritance language found",
phishing_074,phishing/phishing_074.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confirm, fund, inheritance | Money-transfer or inheritance language found",
phishing_075,phishing/phishing_075.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, investment | Money-transfer or inheritance language found",
phishing_076,phishing/phishing_076.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, beneficiary, confidential, fund, million | Money-transfer or inheritance language found",
phishing_077,phishing/phishing_077.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, beneficiary, million, security | Money-transfer or inheritance language found",
phishing_078,phishing/phishing_078.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, investment, million | Money-transfer or inheritance language found",
phishing_079,phishing/phishing_079.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, fund, million, security | Money-transfer or inheritance language found",
phishing_080,phishing/phishing_080.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, million, security, transaction | Money-transfer or inheritance language found",
phishing_081,phishing/phishing_081.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, investment, million, security | Money-transfer or inheritance language found",
phishing_082,phishing/phishing_082.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, million, next of kin, security, transaction | Money-transfer or inheritance language found",
phishing_083,phishing/phishing_083.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: million, security, transaction, transfer, urgent | Money-transfer or inheritance language found",
phishing_084,phishing/phishing_084.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, fund, investment, security | Money-transfer or inheritance language found",
phishing_085,phishing/phishing_085.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, fund, million, security | Money-transfer or inheritance language found",
phishing_086,phishing/phishing_086.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, fund, million, security | Money-transfer or inheritance language found",
phishing_087,phishing/phishing_087.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, investment | Money-transfer or inheritance language found",
phishing_088,phishing/phishing_088.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, beneficiary, confidential, confirm, fund | Money-transfer or inheritance language found",
phishing_089,phishing/phishing_089.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, fund, million, security | Money-transfer or inheritance language found",
phishing_090,phishing/phishing_090.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, fund, investment, million | Money-transfer or inheritance language found",
phishing_091,phishing/phishing_091.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: beneficiary, confidential, fund, investment, million | Money-transfer or inheritance language found",
phishing_092,phishing/phishing_092.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, confidential, fund, million, next of kin | Money-transfer or inheritance language found",
phishing_093,phishing/phishing_093.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, million | Money-transfer or inheritance language found",
phishing_094,phishing/phishing_094.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: bank, fund, million, next of kin, security | Money-transfer or inheritance language found",
phishing_095,phishing/phishing_095.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, beneficiary, fund, investment, million | Money-transfer or inheritance language found",
phishing_096,phishing/phishing_096.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, beneficiary, fund, investment, million | Money-transfer or inheritance language found",
phishing_097,phishing/phishing_097.html,1,0.750000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, confidential, fund, security | Pressure language found",
phishing_098,phishing/phishing_098.html,1,0.950000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, confidential, fund, million, security | Money-transfer or inheritance language found",
phishing_099,phishing/phishing_099.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: assist, bank, security, transaction, transfer | Multiple contact email addresses found in message",
phishing_100,phishing/phishing_100.html,1,0.500000,,phishing,,,"Model files not loaded; using simple rule score only. | Risky words found: confirm, fund, investment, security, transaction | Money-transfer or inheritance language found",
non_phishing_001,non_phishing/non_phishing_001.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_002,non_phishing/non_phishing_002.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_003,non_phishing/non_phishing_003.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_004,non_phishing/non_phishing_004.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_005,non_phishing/non_phishing_005.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_006,non_phishing/non_phishing_006.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_007,non_phishing/non_phishing_007.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_008,non_phishing/non_phishing_008.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_009,non_phishing/non_phishing_009.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_010,non_phishing/non_phishing_010.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_011,non_phishing/non_phishing_011.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_012,non_phishing/non_phishing_012.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_013,non_phishing/non_phishing_013.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_014,non_phishing/non_phishing_014.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_015,non_phishing/non_phishing_015.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_016,non_phishing/non_phishing_016.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_017,non_phishing/non_phishing_017.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_018,non_phishing/non_phishing_018.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_019,non_phishing/non_phishing_019.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_020,non_phishing/non_phishing_020.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_021,non_phishing/non_phishing_021.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_022,non_phishing/non_phishing_022.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_023,non_phishing/non_phishing_023.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_024,non_phishing/non_phishing_024.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_025,non_phishing/non_phishing_025.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_026,non_phishing/non_phishing_026.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_027,non_phishing/non_phishing_027.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_028,non_phishing/non_phishing_028.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_029,non_phishing/non_phishing_029.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_030,non_phishing/non_phishing_030.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_031,non_phishing/non_phishing_031.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_032,non_phishing/non_phishing_032.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_033,non_phishing/non_phishing_033.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_034,non_phishing/non_phishing_034.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_035,non_phishing/non_phishing_035.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_036,non_phishing/non_phishing_036.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_037,non_phishing/non_phishing_037.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_038,non_phishing/non_phishing_038.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_039,non_phishing/non_phishing_039.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_040,non_phishing/non_phishing_040.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_041,non_phishing/non_phishing_041.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_042,non_phishing/non_phishing_042.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_043,non_phishing/non_phishing_043.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_044,non_phishing/non_phishing_044.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_045,non_phishing/non_phishing_045.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_046,non_phishing/non_phishing_046.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_047,non_phishing/non_phishing_047.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_048,non_phishing/non_phishing_048.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_049,non_phishing/non_phishing_049.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_050,non_phishing/non_phishing_050.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_051,non_phishing/non_phishing_051.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_052,non_phishing/non_phishing_052.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_053,non_phishing/non_phishing_053.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_054,non_phishing/non_phishing_054.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_055,non_phishing/non_phishing_055.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_056,non_phishing/non_phishing_056.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_057,non_phishing/non_phishing_057.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_058,non_phishing/non_phishing_058.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_059,non_phishing/non_phishing_059.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_060,non_phishing/non_phishing_060.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_061,non_phishing/non_phishing_061.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_062,non_phishing/non_phishing_062.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_063,non_phishing/non_phishing_063.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_064,non_phishing/non_phishing_064.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_065,non_phishing/non_phishing_065.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_066,non_phishing/non_phishing_066.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_067,non_phishing/non_phishing_067.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_068,non_phishing/non_phishing_068.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_069,non_phishing/non_phishing_069.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_070,non_phishing/non_phishing_070.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_071,non_phishing/non_phishing_071.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_072,non_phishing/non_phishing_072.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_073,non_phishing/non_phishing_073.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_074,non_phishing/non_phishing_074.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
non_phishing_075,non_phishing/non_phishing_075.html,0,0.250000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only. | Risky words found: confirm,
non_phishing_076,non_phishing/non_phishing_076.html,0,0.000000,,legitimate,,synthetic_non_phishing,Model files not loaded; using simple rule score only.,
